#,INCIDENT TITLE,LOCATION,DESCRIPTION,INCIDENT DATE,CATEGORY,LATITUDE,LONGITUDE,APPROVED,VERIFIED
1847,Willmar,Willmar,Willmar,12-04-24 12:49,Sun Country,49.48,-102.46,YES,YES
1848,Willow Bunch,Willow Bunch,Willow Bunch,12-04-24 12:49,Five Hills,49.38,-105.63,YES,YES
1849,Willow Creek,Willow Creek,Willow Creek,12-04-24 12:49,,49.00,-109.73,YES,YES
1850,Willowbrook,Willowbrook,Willowbrook,12-04-24 12:49,Sunrise,51.20,-102.80,YES,YES
1851,Willows,Willows,Willows,12-04-24 12:49,Five Hills,49.60,-105.85,YES,YES
1852,Willowvale,Willowvale,Willowvale,12-04-24 12:49,Five Hills,49.10,-106.21,YES,YES
1853,Wimmer,Wimmer,Wimmer,12-04-24 12:49,Saskatoon,52.10,-104.40,YES,YES
1854,Windthorst,Windthorst,Windthorst,12-04-24 12:49,Sun Country,50.10,-102.83,YES,YES
1855,Wingard,Wingard,Wingard,12-04-24 12:49,Saskatoon,52.93,-106.41,YES,YES
1856,Winro,Winro,Winro,12-04-24 12:49,Regina Qu'Appelle,50.55,-103.75,YES,YES
1857,Winter,Winter,Winter,12-04-24 12:49,Heartland,52.61,-109.50,YES,YES
1858,Winthorpe,Winthorpe,Winthorpe,12-04-24 12:49,Sunrise,51.45,-103.45,YES,YES
1859,Winton,Winton,Winton,12-04-24 12:49,Prince Albert Parkland,53.13,-105.36,YES,YES
1860,Wiseton,Wiseton,Wiseton,12-04-24 12:49,Heartland,51.31,-107.65,YES,YES
1861,Wishart,Wishart,Wishart,12-04-24 12:49,Saskatoon,51.55,-103.98,YES,YES
1862,Witchekan,Witchekan,Witchekan,12-04-24 12:49,Prince Albert Parkland,53.50,-107.56,YES,YES
1863,Witley,Witley,Witley,12-04-24 12:49,Heartland,51.11,-108.65,YES,YES
1864,Wiwa Hill,Wiwa Hill,Wiwa Hill,12-04-24 12:49,Five Hills,50.08,-106.66,YES,YES
1865,Wizewood Spur,Wizewood Spur,Wizewood Spur,12-04-24 12:49,Kelsey Trail,52.86,-102.40,YES,YES
1866,Wolfe,Wolfe,Wolfe,12-04-24 12:49,Heartland,52.30,-108.50,YES,YES
1867,Wollaston Lake,Wollaston Lake,Wollaston Lake,12-04-24 12:49,Mamawetan Churchill River,58.11,-103.16,YES,YES
1868,Wolseley,Wolseley,Wolseley,12-04-24 12:49,Regina Qu'Appelle,50.41,-103.26,YES,YES
1869,Wolverine,Wolverine,Wolverine,12-04-24 12:49,Saskatoon,51.90,-105.28,YES,YES
1870,Wood Hill,Wood Hill,Wood Hill,12-04-24 12:49,Prince Albert Parkland,53.20,-107.15,YES,YES
1871,Wood Mountain,Wood Mountain,Wood Mountain,12-04-24 12:49,Five Hills,49.36,-106.38,YES,YES
1872,Wood River,Wood River,Wood River,12-04-24 12:49,Five Hills,49.70,-106.65,YES,YES
1873,Woodley,Woodley,Woodley,12-04-24 12:49,Sun Country,49.41,-102.90,YES,YES
1874,Woodrow,Woodrow,Woodrow,12-04-24 12:49,Five Hills,49.70,-106.71,YES,YES
1875,Worcester,Worcester,Worcester,12-04-24 12:49,Sun Country,49.81,-103.75,YES,YES
1876,Wordsworth,Wordsworth,Wordsworth,12-04-24 12:49,Sun Country,49.55,-102.36,YES,YES
1877,Wroxton,Wroxton,Wroxton,12-04-24 12:49,Sunrise,51.23,-101.88,YES,YES
1878,Wyatt,Wyatt,Wyatt,12-04-24 12:49,Cypress,50.15,-107.90,YES,YES
1879,Wyley,Wyley,Wyley,12-04-24 12:49,Regina Qu'Appelle,50.20,-103.30,YES,YES
1880,Wymark,Wymark,Wymark,12-04-24 12:49,Cypress,50.11,-107.73,YES,YES
1881,Wynot,Wynot,Wynot,12-04-24 12:49,Regina Qu'Appelle,51.45,-103.98,YES,YES
1882,Wynyard,Wynyard,Wynyard,12-04-24 12:49,Saskatoon,51.76,-104.18,YES,YES
1883,Xena,Xena,Xena,12-04-24 12:49,Saskatoon,51.71,-105.60,YES,YES
1884,Yarbo,Yarbo,Yarbo,12-04-24 12:49,Sunrise,50.70,-101.93,YES,YES
1885,Yellow Creek,Yellow Creek,Yellow Creek,12-04-24 12:49,Kelsey Trail,52.75,-105.25,YES,YES
1886,Yellow Grass,Yellow Grass,Yellow Grass,12-04-24 12:49,Sun Country,49.80,-104.16,YES,YES
1887,Yeoman,Yeoman,Yeoman,12-04-24 12:49,Sun Country,49.65,-104.10,YES,YES
1888,Yonker,Yonker,Yonker,12-04-24 12:49,Heartland,52.65,-109.66,YES,YES
1889,Yorkton,Yorkton,Yorkton,12-04-24 12:49,Sunrise,51.21,-102.46,YES,YES
1890,Young,Young,Young,12-04-24 12:49,Saskatoon,51.78,-105.75,YES,YES
1891,Zala,Zala,Zala,12-04-24 12:49,Regina Qu'Appelle,51.18,-104.15,YES,YES
1892,Zealandia,Zealandia,Zealandia,12-04-24 12:49,Heartland,51.61,-107.75,YES,YES
1893,Zehner,Zehner,Zehner,12-04-24 12:49,Regina Qu'Appelle,50.56,-104.46,YES,YES
1894,Zelma,Zelma,Zelma,12-04-24 12:49,Saskatoon,51.83,-105.91,YES,YES
1895,Zeneta,Zeneta,Zeneta,12-04-24 12:49,Sunrise,50.73,-102.06,YES,YES
1896,Zenon Park,Zenon Park,Zenon Park,12-04-24 12:49,Kelsey Trail,53.06,-103.75,YES,YES
